organization,country
Al Yamamah University,Saudi Arabia
Al Zaiem Al Azhari University,Sudan
Alabama A&M University,United States
Alabama State University,United States
Alagappa University,India
Al-Ahgaff University,Yemen
Al-Ahliyya Amman University,Jordan
Alakh Prakash Goyal Shimla University,India
Alandalus University for Science and Technology,Yemen
Alanus Hochschule für Kunst und Gesellschaft,Germany
Alanya Alaaddin Keykubat Üniversitesi,Turkey
Alanya Hamdullah Emin Pasa Üniversitesi,Turkey
Al-Aqsa University,Palestinian Territory
Alaska Bible College,United States
Alaska Pacific University,United States
Ala-Too Uluslararasi Üniversitesi,Kyrgyzstan
Al-Azhar University,Egypt
Al-Baath University,Syria
Al-Balqa' Applied University,Jordan
Albany College of Pharmacy and Health Sciences,United States
Albany Law School,United States
Albany Medical College,United States
Albany State University,United States
Albaydaa University,Yemen
Albert-Ludwigs-Universität Freiburg,Germany
Albertus Magnus College,United States
Albion College,United States
Alborz Institute of Higher Education,Afghanistan
Albright College,United States
Al-Buraimi University College,Oman
Alcorn State University,United States
Aldersgate College,Philippines
Alderson Broaddus University,United States
Al-Eman University,Yemen
Aletheia University,Taiwan
"Alex Ekwueme Federal University, Ndufu-Alike",Nigeria
Alexander American University School Of Medicine,Zimbabwe
Alexander College,Cyprus
Alexandria University,Egypt
Alfa BK Univerzitet,Serbia
Alfaisal University,Saudi Arabia
Al-Falah University,India
Al-Farabi Kazakh National University,Kazakhstan
Alfred Nobel University,Ukraine
Alfred State College,United States
Alfred University,United States
Al-Furat Al-Awsat Technical University,Iraq
Al-Furat University,Syria
Algoma University,Canada
Al-Hadra University of Humanities and Applied Sciences,Libya
Al-Hamd Islamic University,Pakistan
Al-Hawash Private University,Syria
Al-Hikma University,Yemen
Al-Hikmah University,Nigeria
Al-Hussein Bin Talal University,Jordan
Ali Institute of Education,Pakistan
Aliah University,India
Alice Lloyd College,United States
Alice Salomon Hochschule Berlin,Germany
Aligarh Muslim University,India
Al-Imam Muhammad Ibn Saud Islamic University,Saudi Arabia
Al-Jafra University,Libya
Aljazeera University,Syria
Al-Karkh University of Science,Iraq
All India Institute of Medical Sciences Bhopal,India
All India Institute of Medical Sciences Bhubaneswar,India
All India Institute of Medical Sciences Delhi,India
All India Institute of Medical Sciences Jodhpur,India
All India Institute of Medical Sciences Patna,India
All India Institute of Medical Sciences Raipur,India
All India Institute of Medical Sciences Rishikesh,India
All Nations University,Ghana
All Saints University,Uganda
Allahabad State University,India
Allameh Institute of Higher Education,Afghanistan
Allameh Mohaddes Nouri University,Iran
Allameh Tabataba'i University,Iran
Allegheny College,United States
Allen College,United States
Allen University,United States
Allensbach Hochschule Konstanz,Germany
Alliance University,India
Alliant International University,United States
Alma College,United States
Alma Mater Europaea,Slovenia
Al-Madinah International University,Malaysia
Almaty Academy of Economics and Statistics,Kazakhstan
Almaty Management University,Kazakhstan
Almaty Technological University,Kazakhstan
Almaty University,Kazakhstan
Almaty University of Power Engineering and Telecommunications,Kazakhstan
AlMughtaribeen University,Sudan
Al-Nasser University,Yemen
Alpen-Adria-Universität Klagenfurt,Austria
"Al-Qalam University, Katsina",Nigeria
Al-Qasim Green University,Iraq
Al-Quds University,Palestinian Territory
Al-Rafaq National University,Libya
Al-Rayan University,Yemen
Al-Razi University,Yemen
Al-Saeeda University,Yemen
Alsalam University,Sudan
Al-Shahbaa University,Syria
Al-Sham Private University,Syria
Al-Tahadi National Medical University,Libya
Altai State Academy of Education,Russia
Altai State Medical University,Russia
Altai State Pedagogical Academy,Russia
Altai State University,Russia
Altai State University of Agriculture,Russia
Al-taqwa Institute of Higher Education,Afghanistan
Altinbas Üniversitesi,Turkey
Alvernia University,United States
Alverno College,United States
Al-Wataniya Private University,Syria
Alytaus kolegija,Lithuania
Al-Zahra College for Women,Oman
Alzahra University,Iran
Al-Zaytoonah University of Jordan,Jordan
AMA Computer University,Philippines
AMA International University Bahrain,Bahrain
Amasya Üniversitesi,Turkey
Ambassador International University,Zambia
Ambedkar University Delhi,India
Amberton University,United States
Ambo University,Ethiopia
Ambrose Alli University,Nigeria
Ambrose University,Canada
AMD Akademie Mode and Design,Germany
American Baptist College,United States
American College,Cyprus
American College of Dubai,United Arab Emirates
American Film Institute Conservatory,United States
American International College,United States
American International School of Medicine,Zimbabwe
American International University West Africa,Gambia
American International University-Bangladesh,Bangladesh
American Jewish University,United States
American University,United States
American University in Bulgaria,Bulgaria
American University in Dubai,United Arab Emirates
American University in North Africa,Tunisia
American University in the Emirates,United Arab Emirates
American University of Antigua,Antigua and Barbuda
American University of Armenia,Armenia
American University of Barbados,Barbados
American University of Beirut,Lebanon
American University of Central Asia,Kyrgyzstan
American University of Culture and Education,Lebanon
American University of Europe,North Macedonia
American University of Integrative Sciences,Barbados
American University of Kuwait,Kuwait
American University of Madaba,Jordan
American University of Malta,Malta
American University of Nigeria,Nigeria
American University of Phnom Penh,Cambodia
American University of Puerto Rico,Puerto Rico
American University of Ras Al Khaimah,United Arab Emirates
American University of Science and Technology,Lebanon
American University of Sharjah,United Arab Emirates
American University of Technology,Lebanon
American University of the Caribbean,Haiti
American University of the Caribbean - School of Medicine,
Americki Univerzitet u Bosni i Hercegovini,Bosnia and Herzegovina
Amherst College,United States
Amirkabir University of Technology,Iran
Amity University,India
Amity University Dubai,United Arab Emirates
Amman Arab University,Jordan
Ammon Applied University College,Jordan
Amran University,Yemen
Amref International University,Kenya
Amrita Vishwa Vidyapeetham,India
Amsterdamse Hogeschool voor de Kunsten,Netherlands
Amur State Medical Academy,Russia
Amur State University,Russia
Amur State University of Humanities and Pedagogy,Russia
Anadolu Üniversitesi,Turkey
Anand Agricultural University,India
Anania Shirakatsi University of International Relations,Armenia
Anant National University,India
"Anchor University, Lagos",Nigeria
Anderson University,United States
"Anderson University, Indiana",United States
Andhra University,India
Andijon Davlat Tibbiyot Instituti,Uzbekistan
Andijon Davlat Universiteti,Uzbekistan
Andijon Mashinasozlik Instituti,Uzbekistan
Andijon Qishloq Xo'jalik Instituti,Uzbekistan
Andong National University,Korea
Andrássy Universität Budapest,Hungary
Andrews University,United States
Angarsk State Technical University,Russia
Angel Kanchev University of Ruse,Bulgaria
Angeles University Foundation,Philippines
Angelo State University,United States
Angkor Khemara University,Cambodia
Angkor University,Cambodia
Anglia Ruskin University,United Kingdom
Anglican University College of Technology,Ghana
Anglo-americká vysoká kola,Czech Republic
Anhui Agricultural University,China
Anhui Institute of Information Technology,China
Anhui International Studies University,China
Anhui Jianzhu University,China
Anhui Medical University,China
Anhui Normal University,China
Anhui Polytechnic University,China
Anhui Sanlian University,China
Anhui Science and Technology University,China
Anhui University,China
Anhui University of Chinese Medicine,China
Anhui University of Finance and Economics,China
Anhui University of Science and Technology,China
Anhui University of Technology,China
Anhui Wonder University of Information Engineering,China
Anhui Xinhua University,China
Anka Teknoloji Üniversitesi,Turkey
Ankang University,China
Ankara Sosyal Bilimler Üniversitesi,Turkey
Ankara Üniversitesi,Turkey
Ankara Yildirim Beyazit Üniversitesi,Turkey
Ankole Western University,Uganda
Anna Maria College,United States
Anna University,India
An-Najah National University,Palestinian Territory
Annamalai University,India
Anqing Normal University,China
Anshan Normal University,China
Anshun University,China
Antalya Akev Üniversitesi,Turkey
Antalya Bilim Üniversitesi,Turkey
