organization,country
GOBARCHA PAHAT DEGREE COLLEGE,Bangladesh
KOLA ADARSHA DEGREE COLLEGE,Bangladesh
MITHAPUR ADARSHA COLLEGE,Bangladesh
DHAMOIR HAT M M DEGREE COLLEGE,Bangladesh
DHAMOIR HAT WOMEN'S DEGREE COLLEGE,Bangladesh
ALHAJ ZAHANGIR ALAM MEMORIAL COLLEGE,Bangladesh
AGRADIGUN COLLEGE,Bangladesh
PORANAGAR MODEL COLLEGE,Bangladesh
MANDA MOMIN SHAHANA DEGREE COLLEGE,Bangladesh
CHAKULI DEGREE COLLEGE,Bangladesh
MANDA KARIGORI AND KRISHI COLLEGE,Bangladesh
DASHPARA DEGREE COLLEGE,Bangladesh
FATEPUR KALIMUDDIN COLLEGE,Bangladesh
UTTARA DEGREE COLLEGE,Bangladesh
INDEX TECHNICAL AND BUSINESS MANAGEMENT COLLEGE JOINT GENERAL SHAKHA,Bangladesh
PANIAL ADARSHA COLLEGE,Bangladesh
BALUBAZAR SHAFIUDDIN MOLLAH COLLEGE,Bangladesh
CHAKKAMDEB ADARSHA COLLEGE,Bangladesh
PURBA MANDA IDEAL COLLEGE,Bangladesh
JOT BAZAR WOMENS COLLEGE,Bangladesh
B.N.B. IDEAL COLLEGE,Bangladesh
MANDA MAHANAGAR COLLEGE,Bangladesh
CHOWBARIA HAT COLLEGE,Bangladesh
JAHANGIRPUR GOVT. COLLEGE,Bangladesh
CHANDASH DEGREE COLLEGE,Bangladesh
RAIGAON DIGREE COLLEGE,Bangladesh
ARIF MEMORIAL COLLEGE,Bangladesh
NAOGAON GOVT. COLLEGE | NAOGAON,Bangladesh
GOVT. B.M.C. WOMEN S COLLEGE | NAOGAON,Bangladesh
BALIHAR DEGREE COLLEGE,Bangladesh
TETULIA B.M.C COLLEGE,Bangladesh
NAOGAON ASTAN MOLLA MOHABIDDALAY,Bangladesh
FAYEZ UDDIN MEMORIAL DEGREE GOLLEGE,Bangladesh
BHEEMPUR ADARSHA COLLEGE,Bangladesh
NIMOTPUR COLLAGE,Bangladesh
BALATOIR SIDDIQUE HOSSEN DEGREE COLLEGE,Bangladesh
CHANDAN NAGAR COLLEGE,Bangladesh
RAJA PUR BATTOLI HAT COLLEGE,Bangladesh
NAZIPUR GOVT. DEGREE COLLEGE,Bangladesh
KRISHNA PUR COLLEGE | PATNITOLA,Bangladesh
NAZIPUR MOHILA COLLEGE,Bangladesh
CHOWRAT SHIBPUR BARENDRA DIGREE COLLEGE,Bangladesh
PORSHA DEGREE COLLEGE,Bangladesh
GANGURIA DEGREE COLLEGE,Bangladesh
SHER-E-BANGLA (DIGREE) MAHAVIDYALAYA,Bangladesh
ABADPUKUR MOHAVIDYALAYA | KALIGRAM MORUPARA,Bangladesh
RANINAGAR WOMEN S COLLEGE,Bangladesh
ABAD PUKUR COLLEGE | ABAD PUKUR,Bangladesh
SAPAHAR GOVT. COLLEGE,Bangladesh
DIGHIR HAT COLLEGE,Bangladesh
CHOWDHURY CHAND MOHAMMAD WOMEN'S DEGREE COLLEGE,Bangladesh
TILNA COLLEGE,Bangladesh
BAGATIPARA DEGREE COLLEGE,Bangladesh
BANSH BARIA DEGREE COLLEGE,Bangladesh
JAMNAGAR DEGREE COLLEGE,Bangladesh
BAGATIPARA MOHILA DEGREE COLLEGE,Bangladesh
LOKMAN PUR COLLEGE,Bangladesh
SAILKONA COLLEGE,Bangladesh
PANKA COLLEGE,Bangladesh
CHANDPUR TECHNICAL AND BUSINESS MANAGEMENT COLLEGE,Bangladesh
TAMALTALA AGRICULTURE AND TECHNICAL COLLEGE,Bangladesh
SAHID ZIAUR RAHMAN COLLEGE,Bangladesh
TOMALTOLA WOMENS COLLEGE,Bangladesh
QADIRABAD CANTONMENT SAPPER COLLEGE,Bangladesh
BARAIGRAM GOVT HONOURS COLLEGE,Bangladesh
AZAM ALI DEGREE COLLEGE,Bangladesh
AHMMEDPUR DEGREE COLLEGE,Bangladesh
SHEIKH FAZILATUNESA MUZIB WOMENS COLLEGE,Bangladesh
BONPARA DEGREE COLLEGE,Bangladesh
JONAIL DEGREE COLLEGE,Bangladesh
MOUKHARA ISLAMIA MOHILA DEGREE COLLEGE,Bangladesh
KHALISHA DANGA DEGREE COLLEGE,Bangladesh
RAJAPUR DEGREE COLLEGE,Bangladesh
BRAIGRAM MOHILA COLLEGE,Bangladesh
CHANDAI COLLEGE,Bangladesh
DASGRAM ADARSHA COLLEGE,Bangladesh
JONAIL MOHILA COLLEGE,Bangladesh
GOVT. BEEL CHALAN SHAHID SHAMSUZZOHA COLLEGE,Bangladesh
ROSEY MOZAMMEL WOMENS COLLEGE,Bangladesh
KHUBJIPUR MOZAMMEL HAQUE DEGREE COLLEGE,Bangladesh
MAHFUZUR RAHMAN TECHNICAL SCHOOL AND COLLEGE,Bangladesh
NAZIRPUR DEGREE COLLEGE,Bangladesh
BANGABANDHU SCIENCE AND INFORMATION TECHNOLOGY BM INSTITUTE,Bangladesh
MUKTI JODDHA DOCTOR MOHSIN ALI COLLEGE,Bangladesh
ABDULPUR GOVT.COLLEGE,Bangladesh
BIL MARIA COLLEGE,Bangladesh
MOHARKAYA DEGREE COLLEGE,Bangladesh
GOPALPUR ADARSHA WOMEN'S DEGREE COLLEGE,Bangladesh
GOPALPUR DEGREE COLLEGE,Bangladesh
LALPUR DEGREE COLLEGE,Bangladesh
PAIK PARA COLLEGE,Bangladesh
DHUPOIL COLLEGE,Bangladesh
KALASH NAGAR COLLEGE,Bangladesh
NAZRUL NAGAR GHATMORDAH MODEL COLLEGE,Bangladesh
SHAHEED NAZMUL HAQUE GOVT. DEGREE COLLEGE,Bangladesh
DR.NASIR UDDIN TALUKDER COLLEGE,Bangladesh
MADHNAGAR DEGREE COLLEGE,Bangladesh
SONAPATIL NALDANGA WOMENS COLLEGE,Bangladesh
MOMIN PUR COLLEGE,Bangladesh
MIRZAPUR DIGHA IDEAL COLLEGE,Bangladesh
RANI BHAWANI GOVT. MOHILA COLLEGE | NATORE,Bangladesh
NAWAB SERAJ UD DOWALL GOVT COLLEGE,Bangladesh
BANGABANDHU SHEIKH MUJIB COLLLEGE,Bangladesh
DATTAPARA MODEL COLLEGE,Bangladesh
KAFURIA DEGREE COLLEGE,Bangladesh
DIGHAPATIA M. K COLLEGE,Bangladesh
NATOR MOHILA COLLEGE,Bangladesh
NATORE CITY COLLAGE,Bangladesh
EASINPUR COLLEGE,Bangladesh
BAGUM KHALEDA ZIA MOHABIDALOYA,Bangladesh
M.RUHUL KUDDUS TALUKDAR COLLEGE,Bangladesh
PIRGANJ ADARSHA COLLEGE,Bangladesh
ABUL KHAIR COLLEGE,Bangladesh
GOL-E- AFROZ GOVT. COLLEGE,Bangladesh
RAHMAT IQBAL DEGREE COLLEGE,Bangladesh
CHAMARI COLLAGE,Bangladesh
BIL HALTI TRIMOHONI DEGREE COLLEGE,Bangladesh
KALAM DEGREE COLLEGE,Bangladesh
RAHIM UDDIN AHMED MEMEORIAL COLLEGE,Bangladesh
SINGRA CHALAN BIL WOMENS COLLEGE,Bangladesh
TECHNICAL WOMEN'S COLLEGE SINGRA . NATORE,Bangladesh
SHERKOLE ADORSHA COLLEGE,Bangladesh
BHOLAHAT MOHILA COLLEGE,Bangladesh
JAMBARIA COLLEGE,Bangladesh
BHOLAHAT MOHBULLAH COLLEGE,Bangladesh
BHOLAHAT COLLEGE,Bangladesh
ROHANPUR YUSUF ALI COLLEGE,Bangladesh
CHOWDALA JOHUR AHMED MIAN COLLEGE,Bangladesh
PARBOTIPUR S. B.(SONABAR) ADARSHA COLLEGE,Bangladesh
GOMASTAPUR SOLEMAN MIA DEGREE COLLEGE,Bangladesh
RADHA NAGAR BARENDRA COLLEGE,Bangladesh
ROHANPUR P. M. IDEAL COLLEGE,Bangladesh
ROHONPUR MOHILA COLLEGE,Bangladesh
NACHOLE GOVT. DEGREE COLLEGE,Bangladesh
RAJBARI COLLEGE,Bangladesh
NACHOLE WOMEN'S COLLEGE,Bangladesh
SONAICHANDI TECHNICAL COLLEGE,Bangladesh
GOLBARI ADARSHA COLLEGE,Bangladesh
NAWABGONJ GOVT COLLEGE,Bangladesh
CHAPAI NAWABGONJ GOVT. WOMEN'S COLLEGE,Bangladesh
AMNURA HAZRAT BULANDA SHAH COLLEGE,Bangladesh
NAWABGONJ CITY COLLEGE,Bangladesh
BIRSRESTHA SHAHID CAPTAIN MOHIUDDIN JAHANGIR COLLEGE,Bangladesh
SHAH NEAMATULLAH COLLEGE,Bangladesh
DIAR COLLEGE,Bangladesh
MAHIPUR DEGREE COLLEGE,Bangladesh
MOHARAJPUR ESMA KHATUN CHOWDHURY COLLEGE,Bangladesh
NAMOSANKAR BATI DEGREE COLLEGE,Bangladesh
BALUGRAM ADARSHA DEGREE COLLEGE.,Bangladesh
KRISHNA GOBINDAPUR DEGREE COLLEGE,Bangladesh
ALHAJ ABDUS SAMAD COLLEGE,Bangladesh
TIPU SULTAN COLLEGE,Bangladesh
GOBRATALA WOMEN'S COLLEGE,Bangladesh
SHAFIUR RAHMAN IDEAL COLLEGE,Bangladesh
NARYANPUR ADARSHA COLLEGE,Bangladesh
GOVT. ADINA FAZLUL HAQUE COLLEGE,Bangladesh
UZIRPUR ADARSHA COLLEGE,Bangladesh
BINODPUR COLLEGE,Bangladesh
KANSAT SOLEMAN DEGREE COLLEGE,Bangladesh
PUKHURIA MOHILA COLLEGE,Bangladesh
SHYAMPUR HAZI MOMTAJ MIAH DEGREE COLLEGE,Bangladesh
SHAHBAJPUR SONAMASJID DEGREE COLLEGE,Bangladesh
SAYEDA SHARIF TECH. HOME ECONOMICS COLLEGE,Bangladesh
RADHAKANTAPUR COLLEGE,Bangladesh
BIR SHRESTHA SHAHID CAPT. MOHIUDDIN JAHANGIR COLLEGE (SHIBGANJ),Bangladesh
RANIHATI DEGREE COLLEGE,Bangladesh
ALABAKS MEMORIAL DEGRREE COLLEGE,Bangladesh
SHIBGANJ WOMENS DEGREE COLLEGE,Bangladesh
SHIBGANJ DEGREE COLLEGE,Bangladesh
SONAMOSZID BIRSHERSTHA JAHANGIR ANOK COLLEGE,Bangladesh
ATGHORIA COLLEGE,Bangladesh
DEBOTTOR DEGREE COLLEG,Bangladesh
DENGARGRAM COLLEGE,Bangladesh
KHIDIRPUR DEGREE COLLEGE,Bangladesh
PAR KHIDIRPUR DEGREE COLLEGE,Bangladesh
BERUAN WOMENS COLLEGE,Bangladesh
ISHARAT ALI WOMANS COLLEGE,Bangladesh
BERA COLLEGE,Bangladesh
MONZUR QUADER MOHILA COLLEGE,Bangladesh
KASHINATH PUR WOMENS COLLEGE,Bangladesh
MASHUNDIA BHAWANI PUR K J B COLLEGE,Bangladesh
NAKALIA MONJUR KADER COLLEGE,Bangladesh
HAJI JAMALUDDIN DEGREE COLLEGE,Bangladesh
MOHILA COLLEGE BHANGOORA PABNA,Bangladesh
CHATMOHAR DEGREE COLLEGE,Bangladesh
MIRZAPUR DEGREE COLLEGE,Bangladesh
CHATMOHOR WOMEN'S DEGREE COLLEGE,Bangladesh
CHHAIKOLA DEGREE COLLEGE,Bangladesh
PROFESSOR BOYEN UDDIN DEGREE COLLEGE,Bangladesh
CHALAN BIL ADARSHA COLLEGE,Bangladesh
HANDIYL COLLEGE,Bangladesh
MOHAMMAD YASIN GOVT. DEGREE COLLEGE,Bangladesh
ALHAZ SHAMSUR RAHAMAN MODEL COLLEGE,Bangladesh
EUNUS ALI DEGREE COLLEGE,Bangladesh
PUNGALI SHAHIDULLAH COLLEGE,Bangladesh
POURO WOMENS COLLEGE,Bangladesh
ISHWARDI GOVT.COLLEGE,Bangladesh
BANSHER BADA DEGREE COLLEGE,Bangladesh
DASHURIA DEGREE COLLEGE,Bangladesh
ISHWARDI MOHILA COLLEGE,Bangladesh
SALIMPUR COLLEGE,Bangladesh
MULADULI COLLEGE,Bangladesh
PAKSEY RAILWAY DEREE COLLEGE,Bangladesh
GOVT.SHAHEED BULBUL COLLEGE,Bangladesh
GOVT. PABNA MAHILA COLLEGE,Bangladesh
PABNA GOVT. COLLEGE,Bangladesh
GOVT. EDWARD COLLEGE,Bangladesh
PADMA COLLEGE,Bangladesh
HAZI JASIM UDDIN DEGREE COLLEGE,Bangladesh
PABNA COLLEGE (DAY-NIGHT),Bangladesh
SHAHID SADHAN SANGEET COLLEGE,Bangladesh
ADARSHA WOMEN COLLEGE PABNA,Bangladesh
CITY COLLEGE PABNA,Bangladesh
ALHAJ AHED ALI BISWASH COLLEGE,Bangladesh
PABNA ISLAMIA DEGREE COLLEGE,Bangladesh
SHAHID M | MONSUR ALI COLLEGE,Bangladesh
SHAMSUL HUDA DEGREE COLLAGE,Bangladesh
MUSLIMA HASSAN COLLEGE,Bangladesh
TEBUNIA MOHILA COLLEGE,Bangladesh
SANTHIA DEGREE COLLEGE,Bangladesh
ATAIKULA MADPUR AMENA KHATUN DEGREE COLLEGE,Bangladesh
JORGACHA COLLEGE,Bangladesh
SHOHIDNURUL HOSSAIN DIGREE COLLAGE,Bangladesh
DHULAURI DEGREE COLLEGE,Bangladesh
SANTHIA MOHILA DEGREE COLLEGE,Bangladesh
DR ZAHURUL KAMAL GOVT. DEGREE COLLEGE,Bangladesh
SELIM REZA HABIB DEGREE COLLEGE,Bangladesh
SATBARIA COLLEGE,Bangladesh
NIZAM UDDIN AZGAR ALI DEGREE COLLEGE,Bangladesh
SUJANAGOR WOMEN COLLEGE,Bangladesh
SHAHDOWLA DEGREE COLLEGE,Bangladesh
ARANI DEGREE COLLEGE,Bangladesh
ALHAJ ERSHD ALI WOMENS COLLEGE,Bangladesh
MOZAHAR HOSSAIN MOHILA DEGREE COLLEGE,Bangladesh
BAUSHA MOHABIDALAYA,Bangladesh
ABDUL GANI COLLEGE,Bangladesh
MIRGONZ COLLEGE,Bangladesh
MONIGRAM ADARSHA COLLEGE,Bangladesh
SHARIFABAD COLLEGE,Bangladesh
BHABANIGANJ COLLEGE,Bangladesh
MOHONGANJ DEGREE COLLEGE,Bangladesh
BAGMRA COLLEGE,Bangladesh
BHABANIGONJ WOMENS DEGREE COLLEGE,Bangladesh
DAMNASH COLLEGE,Bangladesh
DWIPNAGAR COLLEGE,Bangladesh
HATGANGOPARA DEGREE COLLEGE,Bangladesh
SALEHA-IMARAT DEGREE COLLEGE,Bangladesh
MACHMAIL DEGREE COLLEGE,Bangladesh
MARIA COLLEGE,Bangladesh
SAYEDPUR MOCHMOIL WOMENS COLLEGE,Bangladesh
PANIA NARDASH DEGREE COLLEGE,Bangladesh
NASIRGONJ COLLEGE,Bangladesh
SREEPUR RAMNAGAR DEGREE COLLEGE,Bangladesh
TAHERPUR DEGREE COLLEGE,Bangladesh
ADARSHA TECHNICAL AND B. M. COLLEGE,Bangladesh
M G (MOJOPARA HAT GANGOPARA) MOHILA COLLEGE,Bangladesh
GORSAR COLLEGE,Bangladesh
KHAL GRAM BISHNOPUR COLLAGE,Bangladesh
TAHERPUR WOMEN'S COLLEGE,Bangladesh
GOVT. SHAHID A.H.M. KAMARUZZAMAN DEGREE COLLEGE,Bangladesh
RAJSHAHI GOVT. CITY COLLEGE | RAJSHAHI,Bangladesh
RAJSHAHI GOVT WOMEN'S COLLEGE | RAJSHAHI,Bangladesh
RAJSHAHI GOVT. COLLEGE | RAJSHAHI,Bangladesh
ALHAJ SUJAUDDULA COLLEGE,Bangladesh
SHAH MOKHDUM COLLEGE,Bangladesh
BARENDRA COLLEGE,Bangladesh
MADAR BUX HOME ECONOMICS COLLEGE,Bangladesh
BANGABANDHU DEGREE COLLEGE | RAJSHAHI,Bangladesh
MAHANAGAR MAHABIDDYALAYA,Bangladesh
WISDOM STANDARD COLLEGE,Bangladesh
WAYMARK IDEAL COLLEGE,Bangladesh
UPASHAHAR WOMANS COLLEGE | RAJSHAHI,Bangladesh
SARDAH GOVT. MOHAVIDYALOYA,Bangladesh
CHARGHAT ALHAJJ M.A. HADI COLLEGE,Bangladesh
CHARGHAT WOMEN'S DEGREE COLLEGE,Bangladesh
SHAHID ZIAUR RAHMAN COLLEGE,Bangladesh
DAKRA DEGREE COLLEGE,Bangladesh
RAWTHA COLLEGE,Bangladesh
NANDANGA CHI DEGREE COLLEGE,Bangladesh
SARDAH WOMEN'S COLLEGE,Bangladesh
SHOLUA DEGREE COLLEGE,Bangladesh
YOUSUFPUR COLLEGE,Bangladesh
BHAYA LAXMIPUR BUDHIRHAT COLLEGE,Bangladesh
BORAL ADARSHO WOMEN COLLEGE,Bangladesh
DAOKANDI GOVT. DEGREE COLLEGE,Bangladesh
JHALUKA COLLEGE,Bangladesh
BAKHTIARPUR DEGREE COLLEGE,Bangladesh
HAT KANPARA ZOBEDA DEGREE COLLEGE,Bangladesh
ALIPUR MODEL COLLEGE,Bangladesh
DURGAPUR WOMANS COLLEGE,Bangladesh
DURGAPURDIGREE COLLEGE,Bangladesh
NAOPARA COLLEGE,Bangladesh
DHARAMPUR COLLEGE,Bangladesh
DABIPUR COLLEGE,Bangladesh
GODAGARI COLLEGE,Bangladesh
PALPUR DARAMPUR COLLEGE,Bangladesh
KAKAN HAT COLLEGE,Bangladesh
GODARARI MAHILA DEGREE COLLEGE,Bangladesh
MATIKATA ADARSHA DEGREE COLLEGE,Bangladesh
PAKRI COLLEGE,Bangladesh
PREMTALI DEGREE COLLEGE,Bangladesh
RAJABARI MAHABIDDALAYA,Bangladesh
KAMELA HAQUE DEGREE COLLEGE,Bangladesh
MOTIHAR COLLEGE,Bangladesh
RAJSHAHI COMMERCE COLLEGE,Bangladesh
MOHON PUR DEGREE COLLEGE,Bangladesh
BASANTA KEDAR COLLEGE,Bangladesh
DHOPAGHATA DEGREE COLLEGE,Bangladesh
MOHABBAT PUR KHANPUR DEGREE COLLEGE,Bangladesh
ATRAI AGRANI DEGREE COLLEGE,Bangladesh
SHYAMPUR HAT DEGREE COLLEGE,Bangladesh
KESHAR HAT DEGREE COLLEGE,Bangladesh
KESHOR HAT WOMENS COLLEGE,Bangladesh
PAKURIA COLLEGE,Bangladesh
MOHANPUR GIRLS DEGREE COLLEGE,Bangladesh
MOHAN PUR MAHILA COLLEGE,Bangladesh
DHAMIN NAOGAON IDEAL COLLEGE,Bangladesh
DURGA PUR ADARSHA WOMENS COLLEGE,Bangladesh
DHORAIL ADARSHA MOHABIDDALOY,Bangladesh
MOUGACHHI COLLEGE,Bangladesh
NAOHATA DEGREE COLLEGE,Bangladesh
DAMKURAHAT COLLEGE,Bangladesh
DARSHANPARA SHAHEED KAMRUZZAMAN COLLEGE,Bangladesh
DARUSHA COLLEGE,Bangladesh
HAT RAMCHANDRAPUR DEGREE COLLEGE,Bangladesh
KABI KAZI NAZRUL ISLAM COLLEGE,Bangladesh
NOWHATA WOMEN'S DEGREE COLLEGE,Bangladesh
KASHIA DANGA COLLEGE,Bangladesh
ADARSHA DEGREE COLLGE,Bangladesh
M R K COLLEGE,Bangladesh
VERAPORA ADARSHA COLLEGE,Bangladesh
DANGER HAT WOMENS COLLEGE,Bangladesh
K.H. TIKOR COLLEGE,Bangladesh
BANESWAR COLLEGE,Bangladesh
DHOKRAKUL DEGREE COLLEGE,Bangladesh
DHOPA PARA MEMORIAL DEGREE COLLEGE,Bangladesh
IDEAL DEGREE COLLEGE,Bangladesh
JAMIRA COLLEGE,Bangladesh
POCHAMARIA DEGREE COLLEGE,Bangladesh
PUTHIA MOHILA DEGREE COLLEGE,Bangladesh
PUTHIA ISLAMIA MOHILA COLLEGE,Bangladesh
LASKHERPUR DEGREE MAHAVIDYA NIKETAN,Bangladesh
PANGU SHISHU NIKETON S A DEGREE COLLEGE,Bangladesh
BIRALDAH COLLEGE,Bangladesh
BELPUKURIA WOMENS COLLEGE,Bangladesh
NEW GOVT. DEGREE COLLEGE,Bangladesh
RAJSHAHI COURT COLLEGE,Bangladesh
HAJI JAMIRUDDIN SHAFINA MOHILA COLLEGE,Bangladesh
SHAHID BUDDHIJIBI GOVERNMENT COLLEGE | RAJSHAHI,Bangladesh
METROPOLITAN COLLEGE,Bangladesh
RAJSHAHI RESIDENTIAL COLLEGE,Bangladesh
EVER GREEN MODEL COLLEGE | RAJSHAHI,Bangladesh
ABDUL KARIM SARKER DRGREE COLLEGE,Bangladesh
KALIGONJ HAT DEGREE COLLEGE,Bangladesh
KOYEL ADRASAHA COLLAGE,Bangladesh
KACHUA IDEAL COLLEGE,Bangladesh
KRISHNAPUR ADARSHA WOMEN S COLLEGE,Bangladesh
LALPUR MODEL COLLEGE,Bangladesh
MADARIPUR IDEAL COLLEGE,Bangladesh
MONDUMALA WOMENS DEGREE COLLEGE,Bangladesh
FAZAR ALI MOLLA DEGREE COLLEGE,Bangladesh
SARANJI DEGREE COLLAGE,Bangladesh
TANORE MOHILA DEGREE COLLEGE,Bangladesh
TALANDA LALIT MOHON DEGREE COLLEGE,Bangladesh
CENTRAL COLLEGE,Bangladesh
MOHAMMADPUR MUKTIZODDHA MEMORIAL COLLEGE,Bangladesh
BELKUCHI COLLEGE,Bangladesh
DAWLATPUR DEGREE COLLEGE,Bangladesh
RAJAPUR COLLEGE,Bangladesh
BELKUCHI MODEL COLLEGE,Bangladesh
BELKUCHI BAHUMAUKHI WOMENS COLLEGE,Bangladesh
CHOWHALI GOVT. DEGREE COLLEGE,Bangladesh
KHAMAR GRAM COLLEGE,Bangladesh
CHOWHALI S.B.M. COLLEGE,Bangladesh
MANZUR KADER MOHABIDDALOY | SHAMVUDIA,Bangladesh
REHAIPUKURIA ADARSHA COLLEGE,Bangladesh
HAZI KORAP ALI MEMORIAL GOVT. DEGREE COLLEGE,Bangladesh
NASRIN WAZED MOHILA DEGREE COLLEGE,Bangladesh
CHOWBARI DR. SALAM JAHANARA COLEGE,Bangladesh
DR. SHAMS UDDIN SALEMA MEMORIAL COLLEGE,Bangladesh
KONABARI SHAHIDUL BULBUL COLLEGE,Bangladesh
GOVT. KAZIPUR MANSUR ALI COLLEGE,Bangladesh
AFZAL HOSSAIN MEMORIAL DEGREE COLLEGE,Bangladesh
CHALITA DANGA WOMEN'S DEGREE COLLEGE,Bangladesh
R.I.M. DEGREE COLLEGE,Bangladesh
GANDHAIL IDEAL DEGREE COLLEGE,Bangladesh
AMINA MANSUR DEGREE COLLAGE,Bangladesh
KAZIPUR THANA SADAR COLLEGE,Bangladesh
KAZIPUR MOHILA COLLEGE,Bangladesh
ALHAJ FOR HAD ALI MEMORIAL DEGREE COLLEGE,Bangladesh
NATUAR PARA DEGREE COLLEGE,Bangladesh
UDGARI DEGREE COLLEGE,Bangladesh
ANCHOLIC MOHILA COLLEGE (UDGARI),Bangladesh
BEGUM NURNNAHAR TARKABAGISH HONURS .COLLEGE,Bangladesh
GRAM PANGASHI COLLEGE,Bangladesh
HAZI WAHED MARYAM DEGREE COLLEGE,Bangladesh
RAIGONG UPJILA SADAR DHANGARA MOHILA COLLEGE,Bangladesh
FUL JORE DEGREE COLLEGE,Bangladesh
NIMGACHI DEGREE COLLEGE,Bangladesh
DAD PUR G.R. COLLEGE,Bangladesh
SALANGA DEGREE COLLEGE,Bangladesh
SALANGA WOMENS COLLEGE,Bangladesh
SHOHIDUL KAMRUNNAHAR COLLEGE,Bangladesh
GOVT. SHAHJADPUR COLLEGE,Bangladesh
GHARSHAL SHAHITTIK BARKKATULLAH DEGREE COLLEGE,Bangladesh
JAMIRTA DEGREE COLLEGE,Bangladesh
SATBARIA DEGREE COLLEGE,Bangladesh
SHAHZADPUR WOMENS COLLEGE,Bangladesh
MOWLANA SAIF UDDIN YAHYA DEGREE COLLEGE,Bangladesh
KARATOA COLLEGE TALGACHHI,Bangladesh
DR. MAZHARUL ISLAM MODEL COLLEGE,Bangladesh
DUGALI IDEAL DEGREE COLLEGE,Bangladesh
HAZRAT TAPOSI RABEYA BOSRI WOMAN COLLEGE,Bangladesh
THUTIA DEGREE COLLEGE,Bangladesh
ISLAMIA GOVT.COLLEGE,Bangladesh
GOVT.RASHIDAZZOHA WOMENS COLLEGE,Bangladesh
SIRAJGANJ GOVT. COLLEGE,Bangladesh
ABDULLAH AL MAHMUD DEGREE COLLEGE,Bangladesh
BAHUKA COLLEGE,Bangladesh
D.K.B.U.COLLEGE,Bangladesh
FULKOCHA COLLEGE,Bangladesh
KURI PARA COLLEGE,Bangladesh
SIMANTA BAZAR MOHILA DEGREE COLLEGE,Bangladesh
SIMLA DEGREE COLLEGE,Bangladesh
JAMUNA DEGREE COLLEGE,Bangladesh
RIVERVIEW IDEAL COLLEGE,Bangladesh
RAJAB ALI MIEMORIAL SCIENCE COLLEGE,Bangladesh
MOULANA BHASANI DEGREE COLLEGE,Bangladesh
SHEIKH ABDUL HAMID IDEAL COLLEGE,Bangladesh
CHHONGACHHA WOMENS COLLEGE,Bangladesh
UTTARAN WOMANS COLLEGE,Bangladesh
JANNAT ARA HENRY SCIENCE AND TECHNOLOGY COLLEGE,Bangladesh
DARUL ISLAM WOMAN'S COLLEGE,Bangladesh
JEWELS OXFORD COLLEGE,Bangladesh
BANGAMATA SHEIKH FAJILATUNNESA MUJIB GOVT. IDEAL COLLEGE,Bangladesh
DOBILA ISLAMPUR DEGREE COLLEGE,Bangladesh
GULTABAZAR SHAHID M. MONSUR ALIDERGEE COLLEGE,Bangladesh
ZINDANI DEGREE COLLEGE,Bangladesh
TARASH WOMENS DEGREE COLLEGE,Bangladesh
TARASH DEGREE COLLEGE,Bangladesh
MADHAINAGA ADIBASI ADARSHA COLLEGE,Bangladesh
BARUHASH IDEAL COLLEGE,Bangladesh
ZAHIR UDDIN BIGGAN O KARIGORI SCHOOL AND COLLEGE,Bangladesh
RANIRHAT IDEAL COLLEGE,Bangladesh
KHONDOKAR ABU SAYEED ADORSHO SCIENCE COLLEGE,Bangladesh
GOVT. AKBAR ALI COLLEGE,Bangladesh
JATIO TARUN SANGHA BARA PANGSHI COLLEGE,Bangladesh
PRINCIPAL ABUL HOSSAIN COLLEGE,Bangladesh
GAZAIL DEGREE COLLEGE,Bangladesh
GHONA KUCHIA MARA COLLEGE,Bangladesh
RAJMAN MOHABIDDALAYA,Bangladesh
SALAP COLLEGE,Bangladesh
ULLAPARA SCIENE COLLEGE,Bangladesh
H.T. IMAM DEGREE COLLEGE,Bangladesh
BIRAMPUR COLLEGE,Bangladesh
BIRAMPUR MOHILA COLLEGE,Bangladesh
KATLA DEGRE COLLEGE,Bangladesh
KETRAHAT COLLAGE,Bangladesh
BEPARITOLA ADARSHA COLLEGE,Bangladesh
BIRGONJ DEGREE COLLEGE,Bangladesh
GOLAPGONJ DEGREE COLLEGE,Bangladesh
JHARBARI COLLEGE,Bangladesh
BIRGANJ MOHILA DEGREE COLLEGE,Bangladesh
KABIRAJHAT COLLEGE,Bangladesh
BIRGANJ TECHNICAL AND B M COLLEGE,Bangladesh
PALASHBARI M.S GOPAL MODEL COLLEGE,Bangladesh
SONKA IDEAL COLLEGE,Bangladesh
BIRAL DEGREE COLLEGE,Bangladesh
DHUKURJHARI COLLEGE,Bangladesh
JAGATPUR COLLEGE,Bangladesh
BIROL MOHILA COLLEGE,Bangladesh
BOARDHAT COLLEGE,Bangladesh
KANCHAN NEW MODEL COLLEGE,Bangladesh
MUNSHIPARA ADARSHA COLLEGE,Bangladesh
MAINUL HASSAN MAHABIDDALAY,Bangladesh
GOVT. SETAB GANJ DEGREE COLLEGE,Bangladesh
HAT RAMPUR COLLAGE,Bangladesh
DEOGAON BOKUL TALA COLLEGE,Bangladesh
SETAB GANJ WOMEN COLLEGE,Bangladesh
MAHER PUR COLLEGE,Bangladesh
HAZI DANESH COLLEGE,Bangladesh
CHIRIR BANDAR DEGREE COLLEGE,Bangladesh
AMBARI MOHILA COLLEGE,Bangladesh
CHIRIR BANDAR MOHILA COLLEGE,Bangladesh
